---,x,y
899,"27.980000","15.000000"
900,"28.000000","5.000000"
901,"28.020000","5.000000"
902,"28.040001","5.000000"
903,"28.059999","10.000000"
904,"28.080000","5.000000"
905,"28.100000","10.000000"
906,"28.120001","1.000000"
907,"28.139999","15.000000"
908,"28.160000","5.000000"
909,"28.180000","5.000000"
910,"28.200001","5.000000"
911,"28.219999","5.000000"
912,"28.240000","10.000000"
913,"28.260000","5.000000"
914,"28.280001","5.000000"
915,"28.299999","10.000000"
916,"28.320000","1.000000"
917,"28.340000","15.000000"
918,"28.360001","5.000000"
919,"28.379999","10.000000"
920,"28.400000","5.000000"
921,"28.420000","5.000000"
922,"28.440001","5.000000"
923,"28.459999","5.000000"
924,"28.480000","10.000000"
925,"28.500000","5.000000"
926,"28.520000","10.000000"
927,"28.540001","5.000000"
928,"28.559999","10.000000"
929,"28.580000","5.000000"
930,"28.600000","5.000000"
931,"28.620001","10.000000"
932,"28.639999","5.000000"
933,"28.660000","10.000000"
934,"28.680000","1.000000"
935,"28.700001","10.000000"
936,"28.719999","15.000000"
937,"28.740000","10.000000"
938,"28.760000","10.000000"
939,"28.780001","1.000000"
940,"28.799999","1.000000"
941,"28.820000","1.000000"
942,"28.840000","5.000000"
943,"28.860001","5.000000"
944,"28.879999","10.000000"
945,"28.900000","15.000000"
946,"28.920000","5.000000"
947,"28.940001","10.000000"
948,"28.959999","5.000000"
949,"28.980000","5.000000"
950,"29.000000","15.000000"
951,"29.020000","20.000000"
952,"29.040001","10.000000"
953,"29.059999","10.000000"
954,"29.080000","10.000000"
955,"29.100000","30.000000"
956,"29.120001","40.000000"
957,"29.139999","10.000000"
958,"29.160000","10.000000"
959,"29.180000","5.000000"
960,"29.200001","5.000000"
961,"29.219999","10.000000"
962,"29.240000","5.000000"
963,"29.260000","5.000000"
964,"29.280001","5.000000"
965,"29.299999","15.000000"
966,"29.320000","10.000000"
967,"29.340000","10.000000"
968,"29.360001","15.000000"
969,"29.379999","1.000000"
970,"29.400000","5.000000"
971,"29.420000","10.000000"
972,"29.440001","10.000000"
973,"29.459999","5.000000"
974,"29.480000","5.000000"
975,"29.500000","5.000000"
976,"29.520000","15.000000"
977,"29.540001","20.000000"
978,"29.559999","5.000000"
979,"29.580000","5.000000"
980,"29.600000","20.000000"
981,"29.620001","20.000000"
982,"29.639999","5.000000"
983,"29.660000","20.000000"
984,"29.680000","1.000000"
985,"29.700001","15.000000"
986,"29.719999","10.000000"
987,"29.740000","15.000000"
988,"29.760000","10.000000"
989,"29.780001","5.000000"
990,"29.799999","10.000000"
991,"29.820000","5.000000"
992,"29.840000","10.000000"
993,"29.860001","10.000000"
994,"29.879999","10.000000"
995,"29.900000","15.000000"
996,"29.920000","5.000000"
997,"29.940001","10.000000"
998,"29.959999","1.000000"
999,"29.980000","5.000000"
1000,"30.000000","5.000000"
1001,"30.020000","1.000000"
1002,"30.040001","20.000000"
1003,"30.059999","1.000000"
1004,"30.080000","10.000000"
1005,"30.100000","10.000000"
1006,"30.120001","10.000000"
1007,"30.139999","20.000000"
1008,"30.160000","5.000000"
1009,"30.180000","5.000000"
1010,"30.200001","10.000000"
1011,"30.219999","10.000000"
1012,"30.240000","10.000000"
1013,"30.260000","10.000000"
1014,"30.280001","15.000000"
1015,"30.299999","5.000000"
1016,"30.320000","5.000000"
1017,"30.340000","5.000000"
1018,"30.360001","10.000000"
1019,"30.379999","20.000000"
1020,"30.400000","15.000000"
1021,"30.420000","5.000000"
1022,"30.440001","15.000000"
1023,"30.459999","15.000000"
1024,"30.480000","5.000000"
1025,"30.500000","25.000000"
1026,"30.520000","5.000000"
1027,"30.540001","5.000000"
1028,"30.559999","5.000000"
1029,"30.580000","5.000000"
1030,"30.600000","10.000000"
1031,"30.620001","20.000000"
1032,"30.639999","5.000000"
1033,"30.660000","15.000000"
1034,"30.680000","5.000000"
1035,"30.700001","10.000000"
1036,"30.719999","5.000000"
1037,"30.740000","5.000000"
1038,"30.760000","5.000000"
1039,"30.780001","10.000000"
1040,"30.799999","10.000000"
1041,"30.820000","5.000000"
1042,"30.840000","10.000000"
1043,"30.860001","5.000000"
1044,"30.879999","10.000000"
1045,"30.900000","15.000000"
1046,"30.920000","15.000000"
1047,"30.940001","10.000000"
1048,"30.959999","10.000000"
1049,"30.980000","20.000000"
1050,"31.000000","5.000000"
1051,"31.020000","20.000000"
1052,"31.040001","10.000000"
1053,"31.059999","10.000000"
1054,"31.080000","10.000000"
1055,"31.100000","20.000000"
1056,"31.120001","10.000000"
1057,"31.139999","10.000000"
1058,"31.160000","5.000000"
1059,"31.180000","15.000000"
1060,"31.200001","15.000000"
1061,"31.219999","10.000000"
1062,"31.240000","15.000000"
1063,"31.260000","25.000000"
1064,"31.280001","20.000000"
1065,"31.299999","10.000000"
1066,"31.320000","5.000000"
1067,"31.340000","10.000000"
1068,"31.360001","10.000000"
1069,"31.379999","10.000000"
1070,"31.400000","20.000000"
1071,"31.420000","1.000000"
1072,"31.440001","25.000000"
1073,"31.459999","15.000000"
1074,"31.480000","20.000000"
1075,"31.500000","30.000000"
1076,"31.520000","20.000000"
1077,"31.540001","15.000000"
1078,"31.559999","25.000000"
1079,"31.580000","30.000000"
1080,"31.600000","15.000000"
1081,"31.620001","30.000000"
1082,"31.639999","30.000000"
1083,"31.660000","10.000000"
1084,"31.680000","30.000000"
1085,"31.700001","20.000000"
1086,"31.719999","35.000000"
1087,"31.740000","20.000000"
1088,"31.760000","20.000000"
1089,"31.780001","40.000000"
1090,"31.799999","30.000000"
1091,"31.820000","35.000000"
1092,"31.840000","60.000000"
1093,"31.860001","30.000000"
1094,"31.879999","30.000000"
1095,"31.900000","35.000000"
1096,"31.920000","50.000000"
1097,"31.940001","50.000000"
1098,"31.959999","45.000000"
1099,"31.980000","45.000000"
1100,"32.000000","35.000000"
1101,"32.020000","35.000000"
1102,"32.040001","55.000000"
1103,"32.060001","35.000000"
1104,"32.080002","60.000000"
1105,"32.099998","45.000000"
1106,"32.119999","40.000000"
1107,"32.139999","45.000000"
1108,"32.160000","35.000000"
1109,"32.180000","40.000000"
1110,"32.200001","45.000000"
1111,"32.220001","60.000000"
1112,"32.240002","25.000000"
1113,"32.259998","50.000000"
1114,"32.279999","45.000000"
1115,"32.299999","70.000000"
1116,"32.320000","35.000000"
1117,"32.340000","45.000000"
1118,"32.360001","30.000000"
1119,"32.380001","30.000000"
1120,"32.400002","45.000000"
1121,"32.419998","45.000000"
1122,"32.439999","45.000000"
1123,"32.459999","30.000000"
1124,"32.480000","30.000000"
1125,"32.500000","35.000000"
1126,"32.520000","35.000000"
1127,"32.540001","30.000000"
1128,"32.560001","40.000000"
1129,"32.580002","35.000000"
1130,"32.599998","25.000000"
1131,"32.619999","25.000000"
1132,"32.639999","25.000000"
1133,"32.660000","20.000000"
1134,"32.680000","35.000000"
1135,"32.700001","15.000000"
1136,"32.720001","35.000000"
1137,"32.740002","15.000000"
1138,"32.759998","20.000000"
1139,"32.779999","30.000000"
1140,"32.799999","15.000000"
1141,"32.820000","25.000000"
1142,"32.840000","30.000000"
1143,"32.860001","25.000000"
1144,"32.880001","20.000000"
1145,"32.900002","20.000000"
1146,"32.919998","30.000000"
1147,"32.939999","20.000000"
1148,"32.959999","25.000000"
1149,"32.980000","25.000000"
1150,"33.000000","20.000000"
1151,"33.020000","25.000000"
1152,"33.040001","15.000000"
1153,"33.060001","25.000000"
1154,"33.080002","15.000000"
1155,"33.099998","20.000000"
1156,"33.119999","25.000000"
1157,"33.139999","15.000000"
1158,"33.160000","25.000000"
1159,"33.180000","20.000000"
1160,"33.200001","15.000000"
1161,"33.220001","20.000000"
1162,"33.240002","20.000000"
1163,"33.259998","15.000000"
1164,"33.279999","30.000000"
1165,"33.299999","15.000000"
1166,"33.320000","25.000000"
1167,"33.340000","30.000000"
1168,"33.360001","35.000000"
1169,"33.380001","30.000000"
1170,"33.400002","40.000000"
1171,"33.419998","20.000000"
1172,"33.439999","45.000000"
1173,"33.459999","15.000000"
1174,"33.480000","20.000000"
1175,"33.500000","20.000000"
1176,"33.520000","25.000000"
1177,"33.540001","40.000000"
1178,"33.560001","30.000000"
1179,"33.580002","35.000000"
1180,"33.599998","20.000000"
1181,"33.619999","20.000000"
1182,"33.639999","25.000000"
1183,"33.660000","20.000000"
1184,"33.680000","40.000000"
1185,"33.700001","40.000000"
1186,"33.720001","35.000000"
1187,"33.740002","45.000000"
1188,"33.759998","40.000000"
1189,"33.779999","30.000000"
1190,"33.799999","30.000000"
1191,"33.820000","35.000000"
1192,"33.840000","25.000000"
1193,"33.860001","30.000000"
1194,"33.880001","35.000000"
1195,"33.900002","25.000000"
1196,"33.919998","35.000000"
1197,"33.939999","30.000000"
1198,"33.959999","30.000000"
1199,"33.980000","50.000000"
1200,"34.000000","35.000000"
1201,"34.020000","50.000000"
1202,"34.040001","30.000000"
1203,"34.060001","40.000000"
1204,"34.080002","45.000000"
1205,"34.099998","70.000000"
1206,"34.119999","70.000000"
1207,"34.139999","45.000000"
1208,"34.160000","85.000000"
1209,"34.180000","70.000000"
1210,"34.200001","75.000000"
1211,"34.220001","90.000000"
1212,"34.240002","60.000000"
1213,"34.259998","110.000000"
1214,"34.279999","140.000000"
1215,"34.299999","95.000000"
1216,"34.320000","125.000000"
1217,"34.340000","175.000000"
1218,"34.360001","160.000000"
1219,"34.380001","155.000000"
1220,"34.400002","220.000000"
1221,"34.419998","215.000000"
1222,"34.439999","235.000000"
1223,"34.459999","235.000000"
1224,"34.480000","235.000000"
1225,"34.500000","265.000000"
1226,"34.520000","295.000000"
1227,"34.540001","345.000000"
1228,"34.560001","355.000000"
1229,"34.580002","340.000000"
1230,"34.599998","350.000000"
1231,"34.619999","395.000000"
1232,"34.639999","415.000000"
1233,"34.660000","410.000000"
1234,"34.680000","400.000000"
1235,"34.700001","460.000000"
1236,"34.720001","440.000000"
1237,"34.740002","360.000000"
1238,"34.759998","430.000000"
1239,"34.779999","430.000000"
1240,"34.799999","480.000000"
1241,"34.820000","485.000000"
1242,"34.840000","455.000000"
1243,"34.860001","425.000000"
1244,"34.880001","565.000000"
1245,"34.900002","520.000000"
1246,"34.919998","535.000000"
1247,"34.939999","500.000000"
1248,"34.959999","450.000000"
1249,"34.980000","470.000000"
1250,"35.000000","570.000000"
1251,"35.020000","495.000000"
1252,"35.040001","495.000000"
1253,"35.060001","525.000000"
1254,"35.080002","540.000000"
1255,"35.099998","530.000000"
1256,"35.119999","495.000000"
1257,"35.139999","495.000000"
1258,"35.160000","475.000000"
1259,"35.180000","440.000000"
1260,"35.200001","485.000000"
1261,"35.220001","510.000000"
1262,"35.240002","385.000000"
1263,"35.259998","430.000000"
1264,"35.279999","335.000000"
1265,"35.299999","315.000000"
1266,"35.320000","285.000000"
1267,"35.340000","300.000000"
1268,"35.360001","280.000000"
1269,"35.380001","250.000000"
1270,"35.400002","230.000000"
1271,"35.419998","185.000000"
1272,"35.439999","180.000000"
1273,"35.459999","130.000000"
1274,"35.480000","190.000000"
1275,"35.500000","210.000000"
1276,"35.520000","155.000000"
1277,"35.540001","115.000000"
1278,"35.560001","100.000000"
1279,"35.580002","95.000000"
1280,"35.599998","105.000000"
1281,"35.619999","80.000000"
1282,"35.639999","80.000000"
1283,"35.660000","70.000000"
1284,"35.680000","55.000000"
1285,"35.700001","55.000000"
1286,"35.720001","55.000000"
1287,"35.740002","70.000000"
1288,"35.759998","80.000000"
1289,"35.779999","70.000000"
1290,"35.799999","55.000000"
1291,"35.820000","85.000000"
1292,"35.840000","65.000000"
1293,"35.860001","60.000000"
1294,"35.880001","50.000000"
1295,"35.900002","75.000000"
1296,"35.919998","60.000000"
1297,"35.939999","70.000000"
1298,"35.959999","60.000000"
1299,"35.980000","95.000000"
1300,"36.000000","80.000000"
1301,"36.020000","90.000000"
1302,"36.040001","85.000000"
1303,"36.060001","95.000000"
1304,"36.080002","95.000000"
1305,"36.099998","120.000000"
1306,"36.119999","130.000000"
1307,"36.139999","105.000000"
1308,"36.160000","155.000000"
1309,"36.180000","150.000000"
1310,"36.200001","150.000000"
1311,"36.220001","105.000000"
1312,"36.240002","135.000000"
1313,"36.259998","150.000000"
1314,"36.279999","170.000000"
1315,"36.299999","170.000000"
1316,"36.320000","170.000000"
1317,"36.340000","175.000000"
1318,"36.360001","200.000000"
1319,"36.380001","165.000000"
1320,"36.400002","180.000000"
1321,"36.419998","190.000000"
1322,"36.439999","210.000000"
1323,"36.459999","170.000000"
1324,"36.480000","180.000000"
1325,"36.500000","230.000000"
1326,"36.520000","175.000000"
1327,"36.540001","195.000000"
1328,"36.560001","190.000000"
1329,"36.580002","210.000000"
1330,"36.599998","165.000000"
1331,"36.619999","205.000000"
1332,"36.639999","195.000000"
1333,"36.660000","170.000000"
1334,"36.680000","205.000000"
1335,"36.700001","220.000000"
1336,"36.720001","190.000000"
1337,"36.740002","185.000000"
1338,"36.759998","155.000000"
1339,"36.779999","170.000000"
1340,"36.799999","155.000000"
1341,"36.820000","155.000000"
1342,"36.840000","185.000000"
1343,"36.860001","150.000000"
1344,"36.880001","175.000000"
1345,"36.900002","150.000000"
1346,"36.919998","145.000000"
1347,"36.939999","135.000000"
1348,"36.959999","115.000000"
1349,"36.980000","110.000000"
1350,"37.000000","85.000000"
1351,"37.020000","90.000000"
1352,"37.040001","105.000000"
1353,"37.060001","115.000000"
1354,"37.080002","95.000000"
1355,"37.099998","105.000000"
1356,"37.119999","70.000000"
1357,"37.139999","65.000000"
1358,"37.160000","60.000000"
1359,"37.180000","65.000000"
1360,"37.200001","65.000000"
1361,"37.220001","50.000000"
1362,"37.240002","60.000000"
1363,"37.259998","35.000000"
1364,"37.279999","30.000000"
1365,"37.299999","40.000000"
1366,"37.320000","55.000000"
1367,"37.340000","35.000000"
1368,"37.360001","30.000000"
1369,"37.380001","25.000000"
1370,"37.400002","25.000000"
1371,"37.419998","25.000000"
1372,"37.439999","20.000000"
1373,"37.459999","20.000000"
1374,"37.480000","25.000000"
1375,"37.500000","15.000000"
1376,"37.520000","15.000000"
1377,"37.540001","25.000000"
1378,"37.560001","15.000000"
1379,"37.580002","25.000000"
1380,"37.599998","15.000000"
1381,"37.619999","10.000000"
1382,"37.639999","15.000000"
1383,"37.660000","30.000000"
1384,"37.680000","20.000000"
1385,"37.700001","20.000000"
1386,"37.720001","25.000000"
1387,"37.740002","20.000000"
1388,"37.759998","25.000000"
1389,"37.779999","30.000000"
1390,"37.799999","15.000000"
1391,"37.820000","20.000000"
1392,"37.840000","15.000000"
1393,"37.860001","15.000000"
1394,"37.880001","25.000000"
1395,"37.900002","10.000000"
1396,"37.919998","20.000000"
1397,"37.939999","15.000000"
1398,"37.959999","5.000000"
1399,"37.980000","10.000000"
1400,"38.000000","10.000000"
1401,"38.020000","15.000000"
1402,"38.040001","10.000000"
1403,"38.060001","10.000000"
1404,"38.080002","5.000000"
1405,"38.099998","5.000000"
1406,"38.119999","5.000000"
1407,"38.139999","10.000000"
1408,"38.160000","15.000000"
1409,"38.180000","10.000000"
1410,"38.200001","5.000000"
1411,"38.220001","25.000000"
1412,"38.240002","5.000000"
1413,"38.259998","10.000000"
1414,"38.279999","10.000000"
1415,"38.299999","15.000000"
1416,"38.320000","15.000000"
1417,"38.340000","20.000000"
1418,"38.360001","10.000000"
1419,"38.380001","10.000000"
1420,"38.400002","15.000000"
1421,"38.419998","15.000000"
1422,"38.439999","5.000000"
1423,"38.459999","10.000000"
1424,"38.480000","10.000000"
1425,"38.500000","5.000000"
1426,"38.520000","15.000000"
1427,"38.540001","10.000000"
1428,"38.560001","15.000000"
1429,"38.580002","5.000000"
1430,"38.599998","10.000000"
1431,"38.619999","5.000000"
1432,"38.639999","20.000000"
1433,"38.660000","5.000000"
1434,"38.680000","15.000000"
1435,"38.700001","20.000000"
1436,"38.720001","5.000000"
1437,"38.740002","10.000000"
1438,"38.759998","5.000000"
1439,"38.779999","20.000000"
1440,"38.799999","5.000000"
1441,"38.820000","1.000000"
1442,"38.840000","10.000000"
1443,"38.860001","10.000000"
1444,"38.880001","10.000000"
1445,"38.900002","10.000000"
1446,"38.919998","10.000000"
1447,"38.939999","10.000000"
1448,"38.959999","10.000000"
1449,"38.980000","5.000000"
1450,"39.000000","15.000000"
1451,"39.020000","5.000000"
1452,"39.040001","5.000000"
1453,"39.060001","15.000000"
1454,"39.080002","10.000000"
1455,"39.099998","5.000000"
1456,"39.119999","15.000000"
1457,"39.139999","10.000000"
1458,"39.160000","15.000000"
1459,"39.180000","10.000000"
1460,"39.200001","10.000000"
1461,"39.220001","5.000000"
1462,"39.240002","15.000000"
1463,"39.259998","10.000000"
1464,"39.279999","10.000000"
1465,"39.299999","5.000000"
1466,"39.320000","5.000000"
1467,"39.340000","10.000000"
1468,"39.360001","15.000000"
1469,"39.380001","10.000000"
1470,"39.400002","5.000000"
1471,"39.419998","20.000000"
1472,"39.439999","10.000000"
1473,"39.459999","5.000000"
1474,"39.480000","5.000000"
1475,"39.500000","10.000000"
1476,"39.520000","5.000000"
1477,"39.540001","10.000000"
1478,"39.560001","1.000000"
1479,"39.580002","5.000000"
1480,"39.599998","5.000000"
1481,"39.619999","5.000000"
1482,"39.639999","10.000000"
1483,"39.660000","5.000000"
1484,"39.680000","5.000000"
1485,"39.700001","10.000000"
1486,"39.720001","5.000000"
1487,"39.740002","1.000000"
1488,"39.759998","10.000000"
1489,"39.779999","5.000000"
1490,"39.799999","10.000000"
1491,"39.820000","5.000000"
1492,"39.840000","10.000000"
1493,"39.860001","10.000000"
1494,"39.880001","5.000000"
1495,"39.900002","5.000000"
1496,"39.919998","5.000000"
1497,"39.939999","5.000000"
1498,"39.959999","10.000000"
1499,"39.980000","5.000000"
1500,"40.000000","5.000000"
1501,"40.020000","5.000000"
1502,"40.040001","10.000000"
1503,"40.060001","5.000000"
1504,"40.080002","5.000000"
1505,"40.099998","5.000000"
1506,"40.119999","5.000000"
1507,"40.139999","1.000000"
1508,"40.160000","15.000000"
1509,"40.180000","5.000000"
1510,"40.200001","1.000000"
1511,"40.220001","5.000000"
1512,"40.240002","5.000000"
1513,"40.259998","5.000000"
1514,"40.279999","5.000000"
1515,"40.299999","5.000000"
1516,"40.320000","5.000000"
1517,"40.340000","15.000000"
1518,"40.360001","5.000000"
1519,"40.380001","5.000000"
1520,"40.400002","5.000000"
1521,"40.419998","1.000000"
1522,"40.439999","1.000000"
1523,"40.459999","10.000000"
1524,"40.480000","5.000000"
1525,"40.500000","1.000000"
1526,"40.520000","5.000000"
1527,"40.540001","1.000000"
1528,"40.560001","1.000000"
1529,"40.580002","5.000000"
1530,"40.599998","5.000000"
1531,"40.619999","5.000000"
1532,"40.639999","10.000000"
1533,"40.660000","5.000000"
1534,"40.680000","5.000000"
1535,"40.700001","10.000000"
1536,"40.720001","5.000000"
1537,"40.740002","5.000000"
1538,"40.759998","5.000000"
1539,"40.779999","1.000000"
1540,"40.799999","1.000000"
1541,"40.820000","5.000000"
1542,"40.840000","10.000000"
1543,"40.860001","5.000000"
1544,"40.880001","5.000000"
1545,"40.900002","1.000000"
1546,"40.919998","1.000000"
1547,"40.939999","5.000000"
1548,"40.959999","1.000000"
1549,"40.980000","5.000000"
1550,"41.000000","10.000000"
1551,"41.020000","5.000000"
1552,"41.040001","5.000000"
1553,"41.060001","5.000000"
1554,"41.080002","1.000000"
1555,"41.099998","1.000000"
1556,"41.119999","5.000000"
1557,"41.139999","1.000000"
1558,"41.160000","5.000000"
1559,"41.180000","1.000000"
1560,"41.200001","5.000000"
1561,"41.220001","5.000000"
1562,"41.240002","10.000000"
1563,"41.259998","1.000000"
1564,"41.279999","5.000000"
1565,"41.299999","15.000000"
1566,"41.320000","5.000000"
1567,"41.340000","5.000000"
1568,"41.360001","1.000000"
1569,"41.380001","5.000000"
1570,"41.400002","5.000000"
1571,"41.419998","1.000000"
1572,"41.439999","5.000000"
1573,"41.459999","1.000000"
1574,"41.480000","5.000000"
1575,"41.500000","5.000000"
1576,"41.520000","5.000000"
1577,"41.540001","1.000000"
1578,"41.560001","1.000000"
1579,"41.580002","10.000000"
1580,"41.599998","5.000000"
1581,"41.619999","10.000000"
1582,"41.639999","1.000000"
1583,"41.660000","5.000000"
1584,"41.680000","10.000000"
1585,"41.700001","1.000000"
1586,"41.720001","15.000000"
1587,"41.740002","5.000000"
1588,"41.759998","5.000000"
1589,"41.779999","10.000000"
1590,"41.799999","5.000000"
1591,"41.820000","10.000000"
1592,"41.840000","10.000000"
1593,"41.860001","5.000000"
1594,"41.880001","5.000000"
1595,"41.900002","1.000000"
1596,"41.919998","5.000000"
1597,"41.939999","1.000000"
1598,"41.959999","5.000000"
1599,"41.980000","5.000000"
1600,"42.000000","5.000000"
1601,"42.020000","5.000000"
1602,"42.040001","5.000000"
1603,"42.060001","5.000000"
1604,"42.080002","5.000000"
1605,"42.099998","1.000000"
1606,"42.119999","1.000000"
1607,"42.139999","5.000000"
1608,"42.160000","5.000000"
1609,"42.180000","5.000000"
1610,"42.200001","5.000000"
1611,"42.220001","1.000000"
1612,"42.240002","5.000000"
1613,"42.259998","10.000000"
1614,"42.279999","1.000000"
1615,"42.299999","10.000000"
1616,"42.320000","5.000000"
1617,"42.340000","10.000000"
1618,"42.360001","5.000000"
1619,"42.380001","1.000000"
1620,"42.400002","5.000000"
1621,"42.419998","5.000000"
1622,"42.439999","5.000000"
1623,"42.459999","10.000000"
1624,"42.480000","5.000000"
1625,"42.500000","5.000000"
1626,"42.520000","5.000000"
1627,"42.540001","5.000000"
1628,"42.560001","5.000000"
1629,"42.580002","5.000000"
1630,"42.599998","1.000000"
1631,"42.619999","5.000000"
1632,"42.639999","1.000000"
1633,"42.660000","5.000000"
1634,"42.680000","1.000000"
1635,"42.700001","5.000000"
1636,"42.720001","1.000000"
1637,"42.740002","5.000000"
1638,"42.759998","10.000000"
1639,"42.779999","1.000000"
1640,"42.799999","1.000000"
1641,"42.820000","1.000000"
1642,"42.840000","5.000000"
1643,"42.860001","1.000000"
1644,"42.880001","15.000000"
1645,"42.900002","1.000000"
1646,"42.919998","5.000000"
1647,"42.939999","5.000000"
1648,"42.959999","5.000000"
1649,"42.980000","1.000000"
1650,"43.000000","5.000000"
1651,"43.020000","5.000000"
1652,"43.040001","5.000000"
1653,"43.060001","5.000000"
1654,"43.080002","1.000000"
1655,"43.099998","10.000000"
1656,"43.119999","10.000000"
1657,"43.139999","1.000000"
1658,"43.160000","5.000000"
1659,"43.180000","5.000000"
1660,"43.200001","1.000000"
1661,"43.220001","1.000000"
1662,"43.240002","5.000000"
1663,"43.259998","5.000000"
1664,"43.279999","1.000000"
1665,"43.299999","5.000000"
1666,"43.320000","5.000000"
1667,"43.340000","5.000000"
1668,"43.360001","1.000000"
1669,"43.380001","1.000000"
1670,"43.400002","1.000000"
1671,"43.419998","5.000000"
1672,"43.439999","5.000000"
1673,"43.459999","5.000000"
1674,"43.480000","5.000000"
1675,"43.500000","1.000000"
1676,"43.520000","10.000000"
1677,"43.540001","5.000000"
1678,"43.560001","5.000000"
1679,"43.580002","1.000000"
1680,"43.599998","5.000000"
1681,"43.619999","5.000000"
1682,"43.639999","1.000000"
1683,"43.660000","5.000000"
1684,"43.680000","1.000000"
1685,"43.700001","1.000000"
1686,"43.720001","5.000000"
1687,"43.740002","5.000000"
1688,"43.759998","5.000000"
1689,"43.779999","5.000000"
1690,"43.799999","5.000000"
1691,"43.820000","1.000000"
1692,"43.840000","1.000000"
1693,"43.860001","1.000000"
1694,"43.880001","5.000000"
1695,"43.900002","5.000000"
1696,"43.919998","1.000000"
1697,"43.939999","5.000000"
1698,"43.959999","5.000000"
1699,"43.980000","5.000000"
1700,"44.000000","5.000000"
1701,"44.020000","1.000000"
1702,"44.040001","1.000000"
1703,"44.060001","5.000000"
1704,"44.080002","5.000000"
1705,"44.099998","1.000000"
1706,"44.119999","1.000000"
1707,"44.139999","5.000000"
1708,"44.160000","1.000000"
1709,"44.180000","5.000000"
1710,"44.200001","10.000000"
1711,"44.220001","5.000000"
1712,"44.240002","5.000000"
1713,"44.259998","5.000000"
1714,"44.279999","5.000000"
1715,"44.299999","1.000000"
1716,"44.320000","5.000000"
1717,"44.340000","10.000000"
1718,"44.360001","1.000000"
1719,"44.380001","10.000000"
1720,"44.400002","1.000000"
1721,"44.419998","1.000000"
1722,"44.439999","1.000000"
1723,"44.459999","5.000000"
1724,"44.480000","1.000000"
1725,"44.500000","10.000000"
1726,"44.520000","1.000000"
1727,"44.540001","5.000000"
1728,"44.560001","5.000000"
1729,"44.580002","5.000000"
1730,"44.599998","5.000000"
1731,"44.619999","1.000000"
1732,"44.639999","5.000000"
1733,"44.660000","1.000000"
1734,"44.680000","10.000000"
1735,"44.700001","5.000000"
1736,"44.720001","5.000000"
1737,"44.740002","5.000000"
1738,"44.759998","5.000000"
1739,"44.779999","5.000000"
1740,"44.799999","1.000000"
1741,"44.820000","5.000000"
1742,"44.840000","1.000000"
1743,"44.860001","1.000000"
1744,"44.880001","5.000000"
1745,"44.900002","1.000000"
1746,"44.919998","1.000000"
1747,"44.939999","5.000000"
1748,"44.959999","5.000000"
1749,"44.980000","1.000000"
1750,"45.000000","1.000000"
1751,"45.020000","10.000000"
1752,"45.040001","5.000000"
1753,"45.060001","1.000000"
1754,"45.080002","5.000000"
1755,"45.099998","1.000000"
1756,"45.119999","5.000000"
1757,"45.139999","1.000000"
1758,"45.160000","1.000000"
1759,"45.180000","1.000000"
1760,"45.200001","1.000000"
